rank,Identifier,totalProfitPercent,7dUSDProfit,30dUSDProfit,winrate_7d,winrate_30d,tags,sol_balance,directLink,buy_7d,-50% +,0% - -50%,0 - 50%,50% - 199%,200% - 499%,500% - 600%,600% +,ratio_200_plus,ratio_50_plus,failed_criteria
74,F3ScPg8QxiCNfMZZGF8LYNSs6ikvEhhjkZnpfuqsMweT,7.12%,"$6,805.48","$94,295.19",58.33%,?,['pepeboost'],1.31,https://gmgn.ai/sol/address/F3ScPg8QxiCNfMZZGF8LYNSs6ikvEhhjkZnpfuqsMweT,32,0.0,3.0,18.0,21.0,3.0,0.0,4.0,0.21875,0.875,[]
75,4vw54BmAogeRV3vPKWyFet5yf8DTLcREzdSzx4rw9Ud9,34.33%,"$9,215.98","$43,707.68",52.38%,?,['photon'],7.99,https://gmgn.ai/sol/address/4vw54BmAogeRV3vPKWyFet5yf8DTLcREzdSzx4rw9Ud9,55,3.0,85.0,78.0,29.0,10.0,0.0,2.0,0.21818181818181817,0.7454545454545455,[]
76,72LTZ5geqmVbyxAtGqu4SLDKq5YmzKNLfHhEVRGqeE2d,60.95%,"$157,946.38","$271,718.39",49.18%,?,['photon'],203.0,https://gmgn.ai/sol/address/72LTZ5geqmVbyxAtGqu4SLDKq5YmzKNLfHhEVRGqeE2d,158,0.0,0.0,0.0,17.0,23.0,5.0,5.0,0.2088607594936709,0.31645569620253167,[]
77,8Lx3eyzum5Stf3J8bSD1Ka8tLYX6SF6VAXZ7VfqEpyXy,391.76%,"$10,458.32","$50,924.00",100.00%,?,"['trojan', 'bluechip_owner']",18.35,https://gmgn.ai/sol/address/8Lx3eyzum5Stf3J8bSD1Ka8tLYX6SF6VAXZ7VfqEpyXy,125,2.0,131.0,138.0,3.0,2.0,5.0,19.0,0.208,0.232,[]
78,JATz3FbBubFevFEyLoAP4mRSbExF72qCJoDQSzR1x6wA,17.22%,"$7,664.33","$14,771.43",40.91%,?,['trojan'],3.39,https://gmgn.ai/sol/address/JATz3FbBubFevFEyLoAP4mRSbExF72qCJoDQSzR1x6wA,63,77.0,102.0,64.0,44.0,9.0,2.0,2.0,0.20634920634920634,0.9047619047619048,[]
79,5aXbFCpg5f142baZfGgkRs7s75h7yuSrq4Mw4NtD8c91,29.79%,"$3,699.56","$18,198.64",45.24%,?,[],2.21,https://gmgn.ai/sol/address/5aXbFCpg5f142baZfGgkRs7s75h7yuSrq4Mw4NtD8c91,138,31.0,117.0,83.0,40.0,18.0,4.0,6.0,0.2028985507246377,0.4927536231884058,[]
80,Ds5jCefMDMCbwjrypDVqUvXn3wqTgHyvwD6iCrJYkWYy,35.01%,"$14,095.41","$64,392.42",72.53%,?,['sandwich_bot'],187.82,https://gmgn.ai/sol/address/Ds5jCefMDMCbwjrypDVqUvXn3wqTgHyvwD6iCrJYkWYy,94,0.0,0.0,0.0,31.0,16.0,2.0,1.0,0.20212765957446807,0.5319148936170213,[]
81,7BFdKLNxuuXvJKKj36EPihMzkcsn74DGsJJ95jLpoJpb,103.90%,"$7,231.02","$7,231.02",33.33%,?,['trojan'],43.71,https://gmgn.ai/sol/address/7BFdKLNxuuXvJKKj36EPihMzkcsn74DGsJJ95jLpoJpb,60,28.0,11.0,2.0,3.0,10.0,0.0,2.0,0.2,0.25,[]
82,CDqZY1LRfvRNYQtaZGGxpk4hpcYP4Gecjghi9sNpcpje,113.44%,"$5,954.02","$6,463.04",62.16%,?,[],7.55,https://gmgn.ai/sol/address/CDqZY1LRfvRNYQtaZGGxpk4hpcYP4Gecjghi9sNpcpje,60,1.0,5.0,15.0,17.0,10.0,0.0,2.0,0.2,0.48333333333333334,[]
83,Bi8E5xfDatBhzgb7ZRUtKQznqpfSt5Z3jqCGV6gkoRfk,28.70%,"$87,979.36","$133,424.86",55.00%,?,['photon'],500.35,https://gmgn.ai/sol/address/Bi8E5xfDatBhzgb7ZRUtKQznqpfSt5Z3jqCGV6gkoRfk,55,0.0,0.0,17.0,22.0,8.0,1.0,2.0,0.2,0.6,[]
84,4UtsTXeM6DpYXJJbZRCrD1Zhsaby7mfFMmi9ZhqWeeus,29.54%,"$41,646.85","$92,308.03",43.68%,?,['photon'],1808.07,https://gmgn.ai/sol/address/4UtsTXeM6DpYXJJbZRCrD1Zhsaby7mfFMmi9ZhqWeeus,95,0.0,0.0,6.0,24.0,11.0,1.0,7.0,0.2,0.45263157894736844,[]
85,CaGNvkhigjN1CiKGwJYGRSVcvzH8QbAKjUnjtuW5rSqE,60.70%,"$11,815.25","$27,447.96",69.05%,?,['photon'],53.66,https://gmgn.ai/sol/address/CaGNvkhigjN1CiKGwJYGRSVcvzH8QbAKjUnjtuW5rSqE,61,0.0,0.0,22.0,16.0,8.0,1.0,3.0,0.19672131147540983,0.45901639344262296,[]
86,5NChXDivwhdsxEXmw7ZZUDf82TYeNbncYnHL9Bwh5wE1,19.99%,"$2,259.79","$24,450.63",34.38%,?,['pepeboost'],0.03,https://gmgn.ai/sol/address/5NChXDivwhdsxEXmw7ZZUDf82TYeNbncYnHL9Bwh5wE1,51,0.0,0.0,15.0,25.0,9.0,0.0,1.0,0.19607843137254902,0.6862745098039216,[]
87,DEdEW3SMPU2dCfXEcgj2YppmX9H3bnMDJaU4ctn2BQDQ,51.04%,"$1,266.77","$93,830.61",31.40%,?,['trojan'],876.35,https://gmgn.ai/sol/address/DEdEW3SMPU2dCfXEcgj2YppmX9H3bnMDJaU4ctn2BQDQ,97,0.0,0.0,7.0,25.0,11.0,3.0,4.0,0.18556701030927836,0.44329896907216493,[]
88,H6e1GC6EbQtZBQUUL87CBrLBZ8cv1PiobB5GzNyEkkbJ,17.89%,"$15,755.81","$23,872.93",52.94%,?,['trojan'],5.06,https://gmgn.ai/sol/address/H6e1GC6EbQtZBQUUL87CBrLBZ8cv1PiobB5GzNyEkkbJ,54,0.0,0.0,25.0,15.0,7.0,1.0,2.0,0.18518518518518517,0.46296296296296297,[]
89,45yBcpnzFTqLYQJtjxsa1DdZkgrTYponCg6yLQ6LQPu6,23.81%,"$95,210.59","$224,502.37",44.00%,?,"['pump_smart', 'photon']",42.21,https://gmgn.ai/sol/address/45yBcpnzFTqLYQJtjxsa1DdZkgrTYponCg6yLQ6LQPu6,81,0.0,0.0,8.0,27.0,9.0,2.0,4.0,0.18518518518518517,0.5185185185185185,[]
90,6ocX9nqdTLjm99HXXFVfucshcvWVo7h8BFQDwk9R12xu,55.98%,"$115,904.77","$272,289.76",51.72%,?,['photon'],5575.17,https://gmgn.ai/sol/address/6ocX9nqdTLjm99HXXFVfucshcvWVo7h8BFQDwk9R12xu,82,0.0,0.0,23.0,12.0,9.0,1.0,5.0,0.18292682926829268,0.32926829268292684,[]
91,D85MhKxcaTx2LD42hYNBk2PfuuEd85NFrwjpbTEWAics,67.56%,"$7,030.73","$22,134.37",80.00%,?,['photon'],81.54,https://gmgn.ai/sol/address/D85MhKxcaTx2LD42hYNBk2PfuuEd85NFrwjpbTEWAics,33,0.0,0.0,33.0,11.0,4.0,0.0,2.0,0.18181818181818182,0.5151515151515151,[]
92,BfcQSrwZ47DAqGzXDvw3Wb2sEa3cUyKmQA6KYWV82zQm,9.67%,"$13,758.03","$62,447.22",44.44%,?,['trojan'],0.59,https://gmgn.ai/sol/address/BfcQSrwZ47DAqGzXDvw3Wb2sEa3cUyKmQA6KYWV82zQm,33,27.0,42.0,32.0,12.0,4.0,0.0,2.0,0.18181818181818182,0.5454545454545454,[]
93,2QLX3PNjGyBP7yeVqrmdUmW5PgoCRs5u3ZXCuRr2ckDr,17.23%,"$11,485.71","$27,033.88",61.36%,?,['photon'],39.86,https://gmgn.ai/sol/address/2QLX3PNjGyBP7yeVqrmdUmW5PgoCRs5u3ZXCuRr2ckDr,77,0.0,0.0,17.0,19.0,7.0,4.0,3.0,0.18181818181818182,0.42857142857142855,[]
94,48kx1v5iNdpwmWKAcfwNKL8brRCZqATJrmrCAw8wnN29,75.92%,"$56,136.32","$283,543.69",71.76%,?,['photon'],74.51,https://gmgn.ai/sol/address/48kx1v5iNdpwmWKAcfwNKL8brRCZqATJrmrCAw8wnN29,155,0.0,0.0,5.0,16.0,18.0,2.0,8.0,0.18064516129032257,0.2838709677419355,[]
95,6ryJGyrRDAcWLAmASkMVUWSX7D51pw4A3wvuYYNhQ5D8,91.65%,"$123,621.55","$595,919.04",81.25%,?,['photon'],1183.96,https://gmgn.ai/sol/address/6ryJGyrRDAcWLAmASkMVUWSX7D51pw4A3wvuYYNhQ5D8,78,0.0,0.0,12.0,24.0,9.0,2.0,3.0,0.1794871794871795,0.48717948717948717,[]
96,8qkJNuZFtSoEkPn3tQBaNQKKvUB9dN5w1HCCinhGT4hZ,24.74%,"$21,177.73","$149,198.67",87.50%,?,['trojan'],1.69,https://gmgn.ai/sol/address/8qkJNuZFtSoEkPn3tQBaNQKKvUB9dN5w1HCCinhGT4hZ,56,1.0,7.0,29.0,16.0,9.0,0.0,1.0,0.17857142857142858,0.4642857142857143,[]
97,E4inw2Qm2GsQhMVV8dDEpqBQNUUKMPNcVGbd67KU7UMK,76.80%,"$23,410.60","$92,471.40",34.38%,?,[],242.7,https://gmgn.ai/sol/address/E4inw2Qm2GsQhMVV8dDEpqBQNUUKMPNcVGbd67KU7UMK,80,0.0,0.0,18.0,18.0,8.0,0.0,6.0,0.175,0.4,[]
98,6a3z9hF5cQ8rUmTw9F7RDz6DGc73bK9KZkay7Mq58qzG,50.94%,"$14,463.11","$115,105.45",39.87%,?,"['photon', 'trojan']",65.55,https://gmgn.ai/sol/address/6a3z9hF5cQ8rUmTw9F7RDz6DGc73bK9KZkay7Mq58qzG,178,0.0,0.0,7.0,12.0,13.0,1.0,17.0,0.17415730337078653,0.24157303370786518,[]
99,3chBgbWqSnvPcerdAMyyr6cC3C8mSkWXLgxFjSwQWXDT,62.70%,"$18,220.13","$118,912.66",89.19%,?,['photon'],20.49,https://gmgn.ai/sol/address/3chBgbWqSnvPcerdAMyyr6cC3C8mSkWXLgxFjSwQWXDT,46,0.0,0.0,15.0,27.0,5.0,1.0,2.0,0.17391304347826086,0.7608695652173914,[]
100,BDEX68oTMQnBfRB9qpHZ9aoUVYLGYGmbLX2eDuDVHDJn,38.14%,"$145,585.83","$258,985.35",51.35%,?,['photon'],939.54,https://gmgn.ai/sol/address/BDEX68oTMQnBfRB9qpHZ9aoUVYLGYGmbLX2eDuDVHDJn,196,0.0,0.0,1.0,15.0,21.0,4.0,9.0,0.17346938775510204,0.25,[]
101,2J4yED9RVQ9jEnj4t5AvKKVyxHH4eHiGxaLASy8mvPST,12.66%,"$149,721.36","$683,230.55",90.00%,?,['gmgn'],546.66,https://gmgn.ai/sol/address/2J4yED9RVQ9jEnj4t5AvKKVyxHH4eHiGxaLASy8mvPST,133,22.0,122.0,102.0,31.0,11.0,4.0,8.0,0.17293233082706766,0.40601503759398494,[]
102,C4wEgRCb38MaTEh8bLpwBDRs9qSDZLhzKpD6x8qs4Ahx,17.58%,"$8,026.14","$12,825.75",50.00%,?,['photon'],17.96,https://gmgn.ai/sol/address/C4wEgRCb38MaTEh8bLpwBDRs9qSDZLhzKpD6x8qs4Ahx,29,6.0,15.0,21.0,6.0,3.0,1.0,1.0,0.1724137931034483,0.3793103448275862,[]
103,HPkQu4osTzt3reYjYX8CHufGCGgHesc7PqG6WdhcY4p9,21.65%,"$59,399.54","$193,935.66",53.85%,?,"['kol', 'smart_degen', 'photon']",364.39,https://gmgn.ai/sol/address/HPkQu4osTzt3reYjYX8CHufGCGgHesc7PqG6WdhcY4p9,70,0.0,0.0,15.0,23.0,8.0,2.0,2.0,0.17142857142857143,0.5,[]
104,9wQpTf7HTSwLwtbi9m9KU43484rFPfM6AYwypa2NMzNu,36.79%,"$45,198.11","$73,293.94",31.82%,?,[],1.05,https://gmgn.ai/sol/address/9wQpTf7HTSwLwtbi9m9KU43484rFPfM6AYwypa2NMzNu,47,10.0,14.0,4.0,5.0,7.0,0.0,1.0,0.1702127659574468,0.2765957446808511,[]
105,Bw4F46edDJiFumPJbmhFaBHmBhWGyAtRRKRidA4rt322,11.36%,"$3,856.47","$6,768.43",52.04%,?,[],5.97,https://gmgn.ai/sol/address/Bw4F46edDJiFumPJbmhFaBHmBhWGyAtRRKRidA4rt322,118,156.0,61.0,43.0,20.0,6.0,4.0,10.0,0.1694915254237288,0.3389830508474576,[]
106,2ov2JwCzZwVMG92uqZBhU2hsrCrB6xdZ2K4wU5nzpB5j,54.25%,"$17,758.89","$23,894.11",70.27%,?,[],21.84,https://gmgn.ai/sol/address/2ov2JwCzZwVMG92uqZBhU2hsrCrB6xdZ2K4wU5nzpB5j,59,10.0,19.0,33.0,11.0,5.0,0.0,5.0,0.1694915254237288,0.3559322033898305,[]
107,ApRnQN2HkbCn7W2WWiT2FEKvuKJp9LugRyAE1a9Hdz1,33.84%,"$80,364.82","$280,969.06",67.53%,?,['photon'],1406.77,https://gmgn.ai/sol/address/ApRnQN2HkbCn7W2WWiT2FEKvuKJp9LugRyAE1a9Hdz1,130,0.0,0.0,4.0,24.0,9.0,3.0,10.0,0.16923076923076924,0.35384615384615387,[]
108,gu2bxBgZiVjusvXidM56zRneDTjAy5P1jckmKDnwMhf,46.93%,"$65,845.92","$109,360.85",48.15%,?,[],14.61,https://gmgn.ai/sol/address/gu2bxBgZiVjusvXidM56zRneDTjAy5P1jckmKDnwMhf,184,0.0,0.0,0.0,19.0,20.0,2.0,9.0,0.16847826086956522,0.2717391304347826,[]
109,6wpjPRVmjmfJ1ZK1nJWkj5Rx3Jio81ePhehDrpaVsYQA,10.86%,"$15,952.59","$36,361.71",52.38%,?,['photon'],108.53,https://gmgn.ai/sol/address/6wpjPRVmjmfJ1ZK1nJWkj5Rx3Jio81ePhehDrpaVsYQA,131,0.0,0.0,5.0,23.0,17.0,2.0,3.0,0.16793893129770993,0.3435114503816794,[]
110,29yLLuw2w4BoAqn1FD57j9TMHugn42PavXwJsehdA9a3,39.08%,"$12,523.62","$27,523.65",57.14%,?,[],20.76,https://gmgn.ai/sol/address/29yLLuw2w4BoAqn1FD57j9TMHugn42PavXwJsehdA9a3,42,0.0,0.0,29.0,14.0,3.0,0.0,4.0,0.16666666666666666,0.5,[]
111,6EWjYY1j9YMtzmiVFyWnzLeUfknJmQJMtB3cnZCpFvdW,78.51%,"$2,061.80","$2,131.72",71.88%,?,['trojan'],12.02,https://gmgn.ai/sol/address/6EWjYY1j9YMtzmiVFyWnzLeUfknJmQJMtB3cnZCpFvdW,36,0.0,4.0,22.0,15.0,5.0,1.0,0.0,0.16666666666666666,0.5833333333333334,[]
112,GDF6ocfnuan48G21sgSRWMWDEzTfGQcMyKU5UWy3ga84,41.23%,"$35,497.55","$68,095.36",95.65%,?,['trojan'],4.93,https://gmgn.ai/sol/address/GDF6ocfnuan48G21sgSRWMWDEzTfGQcMyKU5UWy3ga84,73,10.0,14.0,93.0,22.0,7.0,2.0,3.0,0.1643835616438356,0.4657534246575342,[]
113,CLegS2MSiCsBksVazCg4Y7Gz3NqeBK21QyvzK4Q7S168,15.82%,"$9,993.29","$125,868.87",57.14%,?,['photon'],10.46,https://gmgn.ai/sol/address/CLegS2MSiCsBksVazCg4Y7Gz3NqeBK21QyvzK4Q7S168,61,17.0,13.0,6.0,4.0,6.0,1.0,3.0,0.16393442622950818,0.22950819672131148,[]
114,BLjnK2ueczwQVvmLcYeKESX7bXCffRkCK8WHaN4rbVq7,81.22%,"$11,214.29","$15,099.52",58.33%,?,[],4.07,https://gmgn.ai/sol/address/BLjnK2ueczwQVvmLcYeKESX7bXCffRkCK8WHaN4rbVq7,31,3.0,15.0,17.0,5.0,4.0,0.0,1.0,0.16129032258064516,0.3225806451612903,[]
115,2F19ZXrvQDCoYXdBoFBiBcEmgrAKYAheZHnQxZksHQhN,35.03%,"$66,043.13","$61,692.43",73.91%,?,['photon'],31.07,https://gmgn.ai/sol/address/2F19ZXrvQDCoYXdBoFBiBcEmgrAKYAheZHnQxZksHQhN,87,14.0,27.0,37.0,27.0,12.0,0.0,2.0,0.16091954022988506,0.47126436781609193,[]
116,J4JDNiKT3yu2zqDmxcLZQbxBefwd5nSP3Qhz4yEzA4uj,12.29%,"$26,508.33","$170,758.65",57.14%,?,[],37.58,https://gmgn.ai/sol/address/J4JDNiKT3yu2zqDmxcLZQbxBefwd5nSP3Qhz4yEzA4uj,50,3.0,5.0,15.0,12.0,6.0,1.0,1.0,0.16,0.4,[]
117,DHHno94HvvhWWvy4oScMbzjtgsbTaVGDeaWd4dGT9rHS,55.27%,"$90,924.65","$203,990.21",33.33%,?,['photon'],652.31,https://gmgn.ai/sol/address/DHHno94HvvhWWvy4oScMbzjtgsbTaVGDeaWd4dGT9rHS,76,46.0,29.0,20.0,10.0,6.0,1.0,5.0,0.15789473684210525,0.2894736842105263,[]
118,4SbDMrX8Zfj7qZtRKTBSQEavPkc7BP1kiJfT2f3dn8RL,30.32%,"$21,624.28","$112,152.56",76.80%,?,['photon'],284.66,https://gmgn.ai/sol/address/4SbDMrX8Zfj7qZtRKTBSQEavPkc7BP1kiJfT2f3dn8RL,162,0.0,0.0,2.0,23.0,21.0,0.0,4.0,0.15432098765432098,0.2962962962962963,[]
119,FVxeFYgyT4GC6D7gaLkMSu2qtSJfw2N4RVPZowi2A64Y,47.40%,"$20,537.68","$649,094.25",57.53%,?,['photon'],1242.88,https://gmgn.ai/sol/address/FVxeFYgyT4GC6D7gaLkMSu2qtSJfw2N4RVPZowi2A64Y,117,0.0,0.0,6.0,25.0,10.0,1.0,7.0,0.15384615384615385,0.36752136752136755,[]
120,AY8hKzMQva6otqqDU7DZVF2rFLK7VHt9NRKq9kY2Hwvr,59.80%,"$11,299.88","$140,628.01",73.85%,?,['photon'],13.81,https://gmgn.ai/sol/address/AY8hKzMQva6otqqDU7DZVF2rFLK7VHt9NRKq9kY2Hwvr,104,0.0,0.0,10.0,24.0,10.0,2.0,4.0,0.15384615384615385,0.38461538461538464,[]
121,Aqa8H5hmHe9MFY9sW6widbqEuaYv7q2KnRo25ApPhWhA,29.34%,"$138,803.96","$208,096.03",46.15%,?,['gmgn'],592.22,https://gmgn.ai/sol/address/Aqa8H5hmHe9MFY9sW6widbqEuaYv7q2KnRo25ApPhWhA,91,50.0,76.0,43.0,15.0,6.0,2.0,6.0,0.15384615384615385,0.31868131868131866,[]
122,pn6N381LuBzYVvezBuXuiZ6xXuspBDtQGm6PC4cFrV7,34.99%,"$24,214.96","$98,858.31",58.44%,?,[],44.13,https://gmgn.ai/sol/address/pn6N381LuBzYVvezBuXuiZ6xXuspBDtQGm6PC4cFrV7,203,0.0,0.0,0.0,19.0,17.0,5.0,9.0,0.15270935960591134,0.24630541871921183,[]
123,m7Kaas3Kd8FHLnCioSjCoSuVDReZ6FDNBVM6HTNYuF7,18.76%,"$61,503.32","$317,442.20",42.86%,?,['photon'],509.57,https://gmgn.ai/sol/address/m7Kaas3Kd8FHLnCioSjCoSuVDReZ6FDNBVM6HTNYuF7,118,0.0,0.0,7.0,25.0,16.0,0.0,2.0,0.15254237288135594,0.3644067796610169,[]
124,GGhppSvivwNbwqktM8icW6NrvSZRuFCTz5pJNzR59FSt,17.66%,"$8,997.78","$22,869.66",37.50%,?,[],23.81,https://gmgn.ai/sol/address/GGhppSvivwNbwqktM8icW6NrvSZRuFCTz5pJNzR59FSt,105,0.0,0.0,7.0,27.0,10.0,0.0,6.0,0.1523809523809524,0.4095238095238095,[]
125,G9fmyVHqWS94YRfyQjYVUdf8oPufkoxbUWCLiHJyR8Br,130.37%,"$358,232.51","$1,089,514.86",52.17%,?,['photon'],43.17,https://gmgn.ai/sol/address/G9fmyVHqWS94YRfyQjYVUdf8oPufkoxbUWCLiHJyR8Br,145,0.0,0.0,5.0,23.0,13.0,2.0,7.0,0.15172413793103448,0.3103448275862069,[]
126,56S29mZ3wqvw8hATuUUFqKhGcSGYFASRRFNT38W8q7G3,33.57%,"$84,366.94","$447,790.68",34.18%,?,[],24.87,https://gmgn.ai/sol/address/56S29mZ3wqvw8hATuUUFqKhGcSGYFASRRFNT38W8q7G3,330,0.0,0.0,0.0,0.0,2.0,4.0,44.0,0.15151515151515152,0.15151515151515152,[]
127,HABhDh9zrzf8mA4SBo1yro8M6AirH2hZdLNPpuvMH6iA,103.81%,"$156,972.95","$303,688.57",34.78%,?,['photon'],1008.69,https://gmgn.ai/sol/address/HABhDh9zrzf8mA4SBo1yro8M6AirH2hZdLNPpuvMH6iA,100,71.0,106.0,69.0,36.0,7.0,1.0,7.0,0.15,0.51,[]
128,AzZW4J7ErxTEhy8Y5gaVheLdxzWVCNh4PjrHojnyJ3zs,113.95%,"$46,200.46","$108,573.36",65.62%,?,"['photon', 'trojan']",251.98,https://gmgn.ai/sol/address/AzZW4J7ErxTEhy8Y5gaVheLdxzWVCNh4PjrHojnyJ3zs,108,0.0,0.0,6.0,28.0,4.0,3.0,9.0,0.14814814814814814,0.4074074074074074,[]
129,B55PH2b2mJjQpQShcwuaNFSp4LcARJqwx14tqtyhVRc3,35.85%,"$91,030.47","$454,332.91",33.64%,?,[],85.67,https://gmgn.ai/sol/address/B55PH2b2mJjQpQShcwuaNFSp4LcARJqwx14tqtyhVRc3,324,0.0,0.0,0.0,3.0,22.0,5.0,20.0,0.14506172839506173,0.15432098765432098,[]
130,F8ZTq1gqAMUCX7yTUQvWUVqgchHzZnK7d5utPFzYZ8Mk,63.06%,"$17,344.29","$64,601.80",66.30%,?,['bullx'],41.29,https://gmgn.ai/sol/address/F8ZTq1gqAMUCX7yTUQvWUVqgchHzZnK7d5utPFzYZ8Mk,90,0.0,0.0,1.0,36.0,9.0,2.0,2.0,0.14444444444444443,0.5444444444444444,[]
131,3FxiBcKSbLQVar7z899zfUf7ybw97tVggcHfBXADsamq,51.97%,"$8,145.53","$273,612.47",45.95%,?,['photon'],368.52,https://gmgn.ai/sol/address/3FxiBcKSbLQVar7z899zfUf7ybw97tVggcHfBXADsamq,104,0.0,0.0,9.0,26.0,9.0,2.0,4.0,0.14423076923076922,0.3942307692307692,[]
132,F5JJHNcsua4FovHKA4LSbGF41MkQ5UatwcG6fNS191wB,53.67%,"$32,065.87","$104,332.06",30.43%,?,['photon'],12.3,https://gmgn.ai/sol/address/F5JJHNcsua4FovHKA4LSbGF41MkQ5UatwcG6fNS191wB,132,0.0,0.0,23.0,8.0,12.0,0.0,7.0,0.14393939393939395,0.20454545454545456,[]
133,FKy2QyHNz2H7K8c4pZnifdP3ogrG4JujwNEB5bTzFEL3,37.04%,"$371,111.48","$387,397.00",34.21%,?,['photon'],72.11,https://gmgn.ai/sol/address/FKy2QyHNz2H7K8c4pZnifdP3ogrG4JujwNEB5bTzFEL3,42,0.0,0.0,28.0,16.0,3.0,2.0,1.0,0.14285714285714285,0.5238095238095238,[]
134,DmZxpPU9HNJQVv5jciocdTkFQ4TAGT8tJb3zjcUzeey8,14.65%,"$12,891.97","$45,318.44",69.23%,?,['trojan'],110.39,https://gmgn.ai/sol/address/DmZxpPU9HNJQVv5jciocdTkFQ4TAGT8tJb3zjcUzeey8,42,0.0,0.0,27.0,17.0,5.0,0.0,1.0,0.14285714285714285,0.5476190476190477,[]
135,7Xq9jjjgx5FgTnsNd6kZYhPVYasrSjfH9qmvezrJHDW3,94.84%,"$9,524.19","$24,866.69",54.55%,?,['photon'],146.91,https://gmgn.ai/sol/address/7Xq9jjjgx5FgTnsNd6kZYhPVYasrSjfH9qmvezrJHDW3,49,6.0,12.0,20.0,17.0,3.0,2.0,2.0,0.14285714285714285,0.4897959183673469,[]
136,2btYi2pqVgtgzLqeAXE122FPhN2xBJMQpE1V9CMNv4EH,6.75%,"$16,744.82","$142,144.36",54.05%,?,[],317.58,https://gmgn.ai/sol/address/2btYi2pqVgtgzLqeAXE122FPhN2xBJMQpE1V9CMNv4EH,105,0.0,0.0,15.0,20.0,9.0,0.0,6.0,0.14285714285714285,0.3333333333333333,[]
137,HKHTXZHH4LJxATDgnoupofjvaoc2cbD3fGUc3wpuaXvT,20.62%,"$18,964.20","$70,485.97",34.00%,?,['photon'],183.89,https://gmgn.ai/sol/address/HKHTXZHH4LJxATDgnoupofjvaoc2cbD3fGUc3wpuaXvT,148,0.0,0.0,8.0,21.0,11.0,1.0,9.0,0.14189189189189189,0.28378378378378377,[]
138,HUpPyLU8KWisCAr3mzWy2FKT6uuxQ2qGgJQxyTpDoes5,21.17%,"$133,782.15","$612,036.36",60.71%,?,"['kol', 'photon', 'bluechip_owner']",935.62,https://gmgn.ai/sol/address/HUpPyLU8KWisCAr3mzWy2FKT6uuxQ2qGgJQxyTpDoes5,64,0.0,0.0,17.0,24.0,7.0,0.0,2.0,0.140625,0.515625,[]
139,8Q955Av1bLz4M9ftAxJzv6vcRL3nZZq4CQGitA5A6tJh,36.62%,"$7,774.76","$19,481.83",73.33%,?,['gmgn'],0.03,https://gmgn.ai/sol/address/8Q955Av1bLz4M9ftAxJzv6vcRL3nZZq4CQGitA5A6tJh,57,6.0,12.0,8.0,4.0,3.0,0.0,5.0,0.14035087719298245,0.21052631578947367,[]
140,B6crdsm8bLid4M1HD11pEW71W4anqaJLZrwWNiNfhgM2,101.06%,"$6,914.19","$24,810.45",52.17%,?,['photon'],144.48,https://gmgn.ai/sol/address/B6crdsm8bLid4M1HD11pEW71W4anqaJLZrwWNiNfhgM2,50,5.0,13.0,22.0,14.0,6.0,0.0,1.0,0.14,0.42,[]
141,FJAwynq9WkEb1T8qSXkdmQrVU43QUAQEdLWb6FGFfL6A,-0.93%,"$30,798.10","$29,963.70",58.93%,?,[],96.32,https://gmgn.ai/sol/address/FJAwynq9WkEb1T8qSXkdmQrVU43QUAQEdLWb6FGFfL6A,186,0.0,0.0,6.0,18.0,21.0,0.0,5.0,0.13978494623655913,0.23655913978494625,[]
142,Htz3K6uEiWXXo88LtmvUfYEK5D1VudKJL8QnYPwd4yDZ,50.89%,"$10,757.83","$10,757.83",91.79%,?,['trojan'],8.72,https://gmgn.ai/sol/address/Htz3K6uEiWXXo88LtmvUfYEK5D1VudKJL8QnYPwd4yDZ,301,9.0,46.0,180.0,12.0,22.0,11.0,9.0,0.13953488372093023,0.17940199335548174,[]
143,HU2Y7CAXoVpLWYSmra28TFg5ArYVD2BhXBZ41XKkt6NH,205.67%,"$80,862.90","$80,862.90",50.00%,?,['photon'],333.02,https://gmgn.ai/sol/address/HU2Y7CAXoVpLWYSmra28TFg5ArYVD2BhXBZ41XKkt6NH,72,8.0,18.0,16.0,6.0,5.0,0.0,5.0,0.1388888888888889,0.2222222222222222,[]
144,Fqgsp9CziV5DhyseYahkbFWLPFwFKsMyoK3abEjauw6Y,20.57%,"$86,185.69","$416,224.37",47.62%,?,['bullx'],1466.8,https://gmgn.ai/sol/address/Fqgsp9CziV5DhyseYahkbFWLPFwFKsMyoK3abEjauw6Y,95,0.0,0.0,17.0,20.0,8.0,3.0,2.0,0.1368421052631579,0.3473684210526316,[]
145,EHg5YkU2SZBTvuT87rUsvxArGp3HLeye1fXaSDfuMyaf,29.82%,"$36,898.10","$284,869.28",67.62%,?,"['photon', 'trojan']",30.01,https://gmgn.ai/sol/address/EHg5YkU2SZBTvuT87rUsvxArGp3HLeye1fXaSDfuMyaf,272,0.0,0.0,2.0,11.0,23.0,5.0,9.0,0.13602941176470587,0.17647058823529413,[]
146,5pRpKmNNskgSzeJ6S7Pr6KEHuLpBbQAgjKH74pMn1q62,23.46%,"$13,275.02","$8,233.01",52.94%,?,['photon'],342.72,https://gmgn.ai/sol/address/5pRpKmNNskgSzeJ6S7Pr6KEHuLpBbQAgjKH74pMn1q62,96,0.0,0.0,17.0,20.0,7.0,2.0,4.0,0.13541666666666666,0.34375,[]
