rank,Identifier,totalProfitPercent,7dUSDProfit,30dUSDProfit,winrate_7d,winrate_30d,tags,sol_balance,directLink,buy_7d,-50% +,0% - -50%,0 - 50%,50% - 199%,200% - 499%,500% - 600%,600% +,ratio_200_plus,ratio_50_plus,failed_criteria
1325,2SJ1D2ZBYUkSoLJefrtUwUUme4zMfQUbyJdNcZvCSxtm,5.64%,"$26,500.34","$27,768.55",31.82%,?,['trojan'],2.75,https://gmgn.ai/sol/address/2SJ1D2ZBYUkSoLJefrtUwUUme4zMfQUbyJdNcZvCSxtm,1412,48.0,161.0,49.0,29.0,11.0,0.0,0.0,0.007790368271954674,0.028328611898016998,[]
1326,5QHDE7KpMTcXK9tGc3kSv6UWfPSUNPvggnKYxCd9aE4k,28.28%,"$36,885.31","$36,885.31",45.45%,?,['trojan'],27.01,https://gmgn.ai/sol/address/5QHDE7KpMTcXK9tGc3kSv6UWfPSUNPvggnKYxCd9aE4k,644,14.0,139.0,120.0,22.0,5.0,0.0,0.0,0.007763975155279503,0.04192546583850932,[]
1327,3bMMdAVdXfVNqNcSH2YkaCBq3G3rL6hVLYnZz5Nfefbx,13.62%,"$75,616.20","$328,129.82",31.17%,?,"['photon', 'trojan']",130.95,https://gmgn.ai/sol/address/3bMMdAVdXfVNqNcSH2YkaCBq3G3rL6hVLYnZz5Nfefbx,774,24.0,184.0,51.0,35.0,4.0,0.0,2.0,0.007751937984496124,0.05297157622739018,[]
1328,HRjtM2vGiDTKQEuzTCtwcj2ig3CUEyUConVApuXnLnbp,29.44%,"$110,917.37","$146,038.19",46.35%,?,"['photon', 'bullx']",31.47,https://gmgn.ai/sol/address/HRjtM2vGiDTKQEuzTCtwcj2ig3CUEyUConVApuXnLnbp,1033,21.0,136.0,106.0,29.0,5.0,0.0,3.0,0.007744433688286544,0.03581800580832527,[]
1329,8S77Kb6DTnV369Ka62T3aKyKg5XpN6rjWhAtoo93u2Lr,17.14%,"$8,361.03","$13,261.57",36.00%,?,[],1.43,https://gmgn.ai/sol/address/8S77Kb6DTnV369Ka62T3aKyKg5XpN6rjWhAtoo93u2Lr,906,18.0,172.0,62.0,41.0,5.0,1.0,1.0,0.00772626931567329,0.052980132450331126,[]
1330,2Rc8Ecmybck28FDYZxMvwinKhZptX14y37tzsivZKNj2,13.74%,"$10,658.50","$38,421.10",32.90%,?,"['photon', 'trojan']",2.33,https://gmgn.ai/sol/address/2Rc8Ecmybck28FDYZxMvwinKhZptX14y37tzsivZKNj2,777,18.0,183.0,61.0,32.0,3.0,2.0,1.0,0.007722007722007722,0.0489060489060489,[]
1331,2WHswVVLmiuDJz8X5HMEwG99TYZjnWykbzRZTK7dfoTp,8.19%,"$21,235.39","$36,601.67",30.58%,?,['gmgn'],64.22,https://gmgn.ai/sol/address/2WHswVVLmiuDJz8X5HMEwG99TYZjnWykbzRZTK7dfoTp,785,91.0,127.0,51.0,25.0,5.0,0.0,1.0,0.007643312101910828,0.03949044585987261,[]
1332,8fQWSeH1zGmn6y6xZWw8w9qESvREJekr8uBb7XPHRAjA,3.01%,"$45,109.81","$44,027.77",37.93%,?,"['bullx', 'trojan']",113.63,https://gmgn.ai/sol/address/8fQWSeH1zGmn6y6xZWw8w9qESvREJekr8uBb7XPHRAjA,1963,73.0,113.0,67.0,30.0,11.0,0.0,4.0,0.007641365257259297,0.02292409577177789,[]
1333,3fQLK3aHK4NuZqv9XdwvGpDPK72vZHARf41o2gEq8MMG,1.22%,"$4,030.23","$4,030.23",33.88%,?,[],3.95,https://gmgn.ai/sol/address/3fQLK3aHK4NuZqv9XdwvGpDPK72vZHARf41o2gEq8MMG,662,0.0,0.0,35.0,10.0,3.0,0.0,2.0,0.0075528700906344415,0.022658610271903322,[]
1334,FXoJpuLykBoVyup5Ma8BN8Qiwfumjir6NonHuwMGJuGR,15.64%,"$31,539.64","$49,860.97",58.33%,?,['photon'],39.9,https://gmgn.ai/sol/address/FXoJpuLykBoVyup5Ma8BN8Qiwfumjir6NonHuwMGJuGR,664,20.0,141.0,102.0,30.0,5.0,0.0,0.0,0.007530120481927711,0.05271084337349398,[]
1335,A6NVgehV65zuas3oYZyksrwKYKCjKHU88Hnh8dPhrjce,4.73%,"$1,445.07","$1,445.07",41.95%,?,['trojan'],2.38,https://gmgn.ai/sol/address/A6NVgehV65zuas3oYZyksrwKYKCjKHU88Hnh8dPhrjce,1199,65.0,116.0,79.0,31.0,7.0,0.0,2.0,0.007506255212677231,0.03336113427856547,[]
1336,Hp5LHSQ1jLVXQ8mY9uf85BngXF8W9YyWZ23cvkyeo7pp,37.38%,"$195,178.97","$437,545.97",48.72%,?,['bullx'],129.83,https://gmgn.ai/sol/address/Hp5LHSQ1jLVXQ8mY9uf85BngXF8W9YyWZ23cvkyeo7pp,1335,12.0,136.0,123.0,19.0,7.0,2.0,1.0,0.00749063670411985,0.021722846441947566,[]
1337,6UYJ4rPk8RLZMjSKRm6pN86CLyneK1tVidKYYUKUGaNU,22.66%,"$28,664.55","$111,053.57",35.26%,?,['bullx'],28.82,https://gmgn.ai/sol/address/6UYJ4rPk8RLZMjSKRm6pN86CLyneK1tVidKYYUKUGaNU,810,123.0,86.0,52.0,33.0,4.0,1.0,1.0,0.007407407407407408,0.04814814814814815,[]
1338,Em5BycMmoCNxqVbq7bJ4YpEQ2SrKuB9j5HqUoaPukeQk,-0.18%,"$4,851.31","$5,080.62",43.30%,?,['photon'],1.31,https://gmgn.ai/sol/address/Em5BycMmoCNxqVbq7bJ4YpEQ2SrKuB9j5HqUoaPukeQk,686,46.0,116.0,103.0,28.0,4.0,0.0,1.0,0.007288629737609329,0.048104956268221574,[]
1339,EVSzigN952n23j8aiL9Qytzdykp8mysy22B91sEaLX2R,2.35%,"$1,844.69","$1,844.69",40.60%,?,['gmgn'],0.52,https://gmgn.ai/sol/address/EVSzigN952n23j8aiL9Qytzdykp8mysy22B91sEaLX2R,1652,91.0,87.0,70.0,40.0,11.0,0.0,1.0,0.007263922518159807,0.031476997578692496,[]
1340,8P5yoGTfH2dBwh2S8P47ES5XNqF4NDcDkfNMb6Uuu61H,4.31%,"$10,925.97","$10,925.97",41.76%,?,['photon'],0.01,https://gmgn.ai/sol/address/8P5yoGTfH2dBwh2S8P47ES5XNqF4NDcDkfNMb6Uuu61H,964,30.0,135.0,110.0,18.0,7.0,0.0,0.0,0.007261410788381743,0.025933609958506226,[]
1341,5y6XkCuKL59ZqwbDm3v4S65KorXe1pWc1o4Xgz9goxAT,11.16%,"$31,041.42","$48,939.99",44.68%,?,['photon'],0.52,https://gmgn.ai/sol/address/5y6XkCuKL59ZqwbDm3v4S65KorXe1pWc1o4Xgz9goxAT,1104,28.0,87.0,67.0,24.0,5.0,0.0,3.0,0.007246376811594203,0.028985507246376812,[]
1342,5pVzyEUDee3F4hKwPYZqJVpAutRThbwmnaDoMFDCw4ts,31.68%,"$7,089.96","$6,068.59",42.22%,?,['pepeboost'],32.25,https://gmgn.ai/sol/address/5pVzyEUDee3F4hKwPYZqJVpAutRThbwmnaDoMFDCw4ts,696,23.0,33.0,19.0,9.0,3.0,0.0,2.0,0.007183908045977011,0.020114942528735632,[]
1343,D4956qJfaDEkbDLYz5uhKWd9FvnpYB4wzU33kJk4s8qe,7.82%,"$28,746.98","$28,746.98",48.07%,?,['bullx'],29.22,https://gmgn.ai/sol/address/D4956qJfaDEkbDLYz5uhKWd9FvnpYB4wzU33kJk4s8qe,697,19.0,148.0,103.0,25.0,4.0,0.0,1.0,0.007173601147776184,0.043041606886657105,[]
1344,tMmWme52U6swVVKVdTAwWHvEr6qLjXC1nbWcFHGQBwG,33.01%,"$16,583.93","$19,665.25",54.67%,?,"['gmgn', 'bluechip_owner']",62.08,https://gmgn.ai/sol/address/tMmWme52U6swVVKVdTAwWHvEr6qLjXC1nbWcFHGQBwG,837,27.0,40.0,41.0,21.0,2.0,1.0,3.0,0.007168458781362007,0.03225806451612903,[]
1345,64ipuJ23toMWisfD4BN5W4Nqtu4kTun2UVs66PeHVmdT,17.58%,"$58,768.10","$75,812.56",48.11%,?,['photon'],68.35,https://gmgn.ai/sol/address/64ipuJ23toMWisfD4BN5W4Nqtu4kTun2UVs66PeHVmdT,979,13.0,143.0,109.0,28.0,5.0,1.0,1.0,0.007150153217568948,0.03575076608784474,[]
1346,DkWrfSsBDb4xbiMLk3mZuHnU6s4RjDwzV8MQbAfhwapk,19.45%,"$10,723.55","$10,723.55",31.65%,?,['photon'],0.11,https://gmgn.ai/sol/address/DkWrfSsBDb4xbiMLk3mZuHnU6s4RjDwzV8MQbAfhwapk,1129,45.0,144.0,65.0,37.0,5.0,1.0,2.0,0.0070859167404783,0.03985828166519043,[]
1347,Dmnpi91xax7JHYnAuFnRn27FKbtYiQP5Aq5KqfMDHFCv,17.69%,"$128,044.61","$128,044.61",53.09%,?,['photon'],145.31,https://gmgn.ai/sol/address/Dmnpi91xax7JHYnAuFnRn27FKbtYiQP5Aq5KqfMDHFCv,992,21.0,124.0,108.0,39.0,5.0,1.0,1.0,0.007056451612903226,0.046370967741935484,[]
1348,EjWBrhPapQzjKtNkCXg2j62wfqHpaF9zQYYPgJcBEGam,11.27%,"$12,879.00","$18,799.46",32.69%,?,['photon'],50.75,https://gmgn.ai/sol/address/EjWBrhPapQzjKtNkCXg2j62wfqHpaF9zQYYPgJcBEGam,1852,64.0,135.0,56.0,32.0,9.0,1.0,3.0,0.007019438444924406,0.02429805615550756,[]
