Identifier,totalProfitPercent,7dUSDProfit,30dUSDProfit,winrate_7d,winrate_30d,tags,sol_balance,directLink,buy_7d,-50% +,0% - -50%,0 - 50%,50% - 199%,200% - 499%,500% - 600%,600% +
Ay9wnuZCRTceZJuRpGZnuwYZuWdsviM4cMiCwFoSQiPH,13.27%,"$381,323.55","$373,703.38",54.76%,?,"['trojan', 'gmgn']",98.38,https://gmgn.ai/sol/address/Ay9wnuZCRTceZJuRpGZnuwYZuWdsviM4cMiCwFoSQiPH,164,0,0,18,20,7,1,4
6Tt3gG7skYxDtDHddvXvtsggYeF5HpPdtwim7VG85FJ2,5.44%,"$164,724.87","$166,766.33",23.53%,?,['gmgn'],6.94,https://gmgn.ai/sol/address/6Tt3gG7skYxDtDHddvXvtsggYeF5HpPdtwim7VG85FJ2,123,8,11,16,8,4,0,1
3eYumiApWHZdbPVTv5aos5UA7Fs6xtNS3RKTy5S5Vwki,23.77%,"$144,157.38","$181,428.18",19.12%,?,['pepeboost'],0.07,https://gmgn.ai/sol/address/3eYumiApWHZdbPVTv5aos5UA7Fs6xtNS3RKTy5S5Vwki,297,0,0,27,13,4,0,5
5wagRVSuUBZqDhBVR899emmu7WRWMVAEShdwjyGYJBKi,25.94%,"$299,035.48","$715,007.12",40.00%,?,[],0.82,https://gmgn.ai/sol/address/5wagRVSuUBZqDhBVR899emmu7WRWMVAEShdwjyGYJBKi,138,18,8,6,7,1,0,1
AdctCL1pCbfe76xoM2UJwVtStdd41CxtDYcB8EpBMmiu,271.46%,"$103,182.86","$103,182.86",35.14%,?,[],547.77,https://gmgn.ai/sol/address/AdctCL1pCbfe76xoM2UJwVtStdd41CxtDYcB8EpBMmiu,109,10,22,8,6,3,0,0
d29ggTrH4gKgxR39TSbnnDnXWSSA6GV3RAm8nA3Xmft,15.37%,"$56,270.33","$-67,713.63",23.53%,?,['photon'],15.69,https://gmgn.ai/sol/address/d29ggTrH4gKgxR39TSbnnDnXWSSA6GV3RAm8nA3Xmft,200,0,0,28,14,5,0,3
72LTZ5geqmVbyxAtGqu4SLDKq5YmzKNLfHhEVRGqeE2d,60.95%,"$157,946.38","$271,718.39",49.18%,?,['photon'],203.00,https://gmgn.ai/sol/address/72LTZ5geqmVbyxAtGqu4SLDKq5YmzKNLfHhEVRGqeE2d,158,0,0,0,17,23,5,5
687kTFNvKG9GXf8UsPzyrKbKpz5ExNrSCWfs7S4PTGiL,64.30%,"$154,606.50","$846,625.86",57.89%,?,['bullx'],472.46,https://gmgn.ai/sol/address/687kTFNvKG9GXf8UsPzyrKbKpz5ExNrSCWfs7S4PTGiL,52,0,0,9,22,10,2,7
omo3erpdCoYVEk3ssQcNQKtu5HekM4TNyRyrA2MHtGP,41.15%,"$70,683.46","$332,159.39",40.00%,?,['photon'],86.51,https://gmgn.ai/sol/address/omo3erpdCoYVEk3ssQcNQKtu5HekM4TNyRyrA2MHtGP,149,0,0,6,24,8,5,7
45yBcpnzFTqLYQJtjxsa1DdZkgrTYponCg6yLQ6LQPu6,23.81%,"$95,210.59","$224,502.37",44.00%,?,"['pump_smart', 'photon']",42.21,https://gmgn.ai/sol/address/45yBcpnzFTqLYQJtjxsa1DdZkgrTYponCg6yLQ6LQPu6,81,0,0,8,27,9,2,4
C6vr9Hxf9aFr55u8dV3LJpsjVxZYc7Lew5oSrrcqPYgu,107.98%,"$107,915.85","$130,621.49",39.34%,?,[],565.63,https://gmgn.ai/sol/address/C6vr9Hxf9aFr55u8dV3LJpsjVxZYc7Lew5oSrrcqPYgu,84,0,0,3,22,16,4,5
EoN2ef1hPAT9WCw6gjkgp6922WvagdCcjkJGkXqB33aW,14.34%,"$-36,171.19","$30,222.39",27.27%,?,['bluechip_owner'],0.23,https://gmgn.ai/sol/address/EoN2ef1hPAT9WCw6gjkgp6922WvagdCcjkJGkXqB33aW,140,15,12,3,3,0,0,0
EJ3zzjXujS9TX4E8tRdADoSFsFbHJF2Hjc723b1PuVjV,25.99%,"$3,602.16","$3,602.16",?,?,[],35.85,https://gmgn.ai/sol/address/EJ3zzjXujS9TX4E8tRdADoSFsFbHJF2Hjc723b1PuVjV,110,,,,,,,
AF7RUwbmKxV3UNzzXZPBuQRu5gr31rkwMQM9betc6icX,18.91%,"$83,164.10","$72,334.22",35.38%,?,"['photon', 'trojan']",406.13,https://gmgn.ai/sol/address/AF7RUwbmKxV3UNzzXZPBuQRu5gr31rkwMQM9betc6icX,250,113,69,71,35,9,1,2
4z73L5XrJK3FvFGDExdc7uNwT7641JY9edGGUvdNfGJu,58.34%,"$92,817.51","$236,120.65",35.48%,?,['photon'],930.41,https://gmgn.ai/sol/address/4z73L5XrJK3FvFGDExdc7uNwT7641JY9edGGUvdNfGJu,264,0,0,35,7,2,1,4
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP,8.38%,"$-2,214.14","$332,733.48",30.52%,?,['photon'],23.20,https://gmgn.ai/sol/address/215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP,559,0,0,9,20,12,2,7
8T9mnATndr2aUw9r28uTtxKSh2JfqJwrctW6XaWPHTgy,9.22%,"$143,677.84","$68,841.78",36.17%,?,['photon'],466.08,https://gmgn.ai/sol/address/8T9mnATndr2aUw9r28uTtxKSh2JfqJwrctW6XaWPHTgy,707,0,0,18,16,11,0,5
9NNAetBQDgzcdUMjEmCLKEJ6AXKDAuJDEqNhvXgEmn4L,26.26%,"$116,221.43","$177,712.96",35.71%,?,[],69.84,https://gmgn.ai/sol/address/9NNAetBQDgzcdUMjEmCLKEJ6AXKDAuJDEqNhvXgEmn4L,157,44,24,19,7,2,1,2
4dd26T5b5gAsHyf3MSc7QFeKssMnTHWWo1dgModGbnUo,5.48%,$250.27,"$179,159.32",34.69%,?,[],0.20,https://gmgn.ai/sol/address/4dd26T5b5gAsHyf3MSc7QFeKssMnTHWWo1dgModGbnUo,106,0,0,29,15,4,0,0
ES59M7MQ5LTFm4y6XPU7nWN1tanm9xqAFj5G1yrgkGmf,20.26%,"$43,875.69","$43,219.64",29.55%,?,[],0.15,https://gmgn.ai/sol/address/ES59M7MQ5LTFm4y6XPU7nWN1tanm9xqAFj5G1yrgkGmf,132,24,10,5,6,3,1,1
5yQZzen2KWaPNeMMi5bv6aiQWUmAN3sNZPuJa6qmDSRY,54.60%,"$106,195.36","$304,252.04",41.18%,?,[],234.82,https://gmgn.ai/sol/address/5yQZzen2KWaPNeMMi5bv6aiQWUmAN3sNZPuJa6qmDSRY,74,25,37,37,8,5,0,3
ADQ8hVkZGHJMF9kHuwVJgPCqGVgnfohL4KCahVmCtk13,24.70%,"$72,153.90","$170,654.68",63.64%,?,['photon'],543.88,https://gmgn.ai/sol/address/ADQ8hVkZGHJMF9kHuwVJgPCqGVgnfohL4KCahVmCtk13,42,0,0,27,18,4,0,1
4pcacUVSAnbG4MVhL18wUhsJkYtdaMBgCfDXMpTyVUu1,8.67%,"$43,608.87","$40,148.19",45.83%,?,['bullx'],75.62,https://gmgn.ai/sol/address/4pcacUVSAnbG4MVhL18wUhsJkYtdaMBgCfDXMpTyVUu1,1318,27,88,58,9,1,0,0
5gC69ABo5qGPsxbBzervoexhFLZyERxaAjtGz8qZNzqS,12.69%,"$104,775.30","$89,643.48",54.84%,?,[],792.38,https://gmgn.ai/sol/address/5gC69ABo5qGPsxbBzervoexhFLZyERxaAjtGz8qZNzqS,92,0,0,23,20,5,0,2
KANYEsXAntLxYUE6GtPJ5CahFGpEbaSbd5xhNFYbvq3,42.30%,"$226,246.35","$234,006.64",46.10%,?,[],1638.24,https://gmgn.ai/sol/address/KANYEsXAntLxYUE6GtPJ5CahFGpEbaSbd5xhNFYbvq3,177,0,0,21,18,7,0,4
EmJK1vHsz1D1Pr3u3seiTUWpF4rSpnz9nrPj18fo5bKv,15.26%,"$16,798.52","$28,879.82",19.05%,?,['bullx'],50.45,https://gmgn.ai/sol/address/EmJK1vHsz1D1Pr3u3seiTUWpF4rSpnz9nrPj18fo5bKv,524,77,95,39,10,6,1,0
3f3FfFKdaYCNXAMrieW8NXHapQssT5LhrzQCvsztbczU,15.50%,"$50,981.74","$155,757.34",44.44%,?,['trojan'],345.03,https://gmgn.ai/sol/address/3f3FfFKdaYCNXAMrieW8NXHapQssT5LhrzQCvsztbczU,101,0,0,27,18,3,1,1
2WfFDAfhkwJyLZjMAtismKmQFDHqKpJUtpF3h2NnUaTt,21.28%,"$100,963.84","$635,948.79",35.85%,?,[],1.47,https://gmgn.ai/sol/address/2WfFDAfhkwJyLZjMAtismKmQFDHqKpJUtpF3h2NnUaTt,263,0,0,27,15,4,0,1
6PXCSeTFrCy5U3dnYCf8KtcgHJjtJiuQ7YPgvSWNn6j1,1.99%,"$127,645.17","$228,597.26",88.24%,?,['sandwich_bot'],27.92,https://gmgn.ai/sol/address/6PXCSeTFrCy5U3dnYCf8KtcgHJjtJiuQ7YPgvSWNn6j1,769,0,0,50,0,0,0,0
FZ5wr7X2Y1xFJCVqfRgYTa8ZQuwLS28uzKPbD5cEJ5P9,59.18%,"$107,462.00","$95,110.24",40.62%,?,[],19.23,https://gmgn.ai/sol/address/FZ5wr7X2Y1xFJCVqfRgYTa8ZQuwLS28uzKPbD5cEJ5P9,134,10,12,15,3,4,0,0
HXkP2HJ3436u1urLnLsupqjtX1647bA2TtcHNWiDt49U,44.77%,"$70,918.13","$226,332.28",68.42%,?,"['smart_degen', 'photon']",106.07,https://gmgn.ai/sol/address/HXkP2HJ3436u1urLnLsupqjtX1647bA2TtcHNWiDt49U,58,0,0,15,19,7,2,7
66Uszkr1mEyt1cQLwGkvi4PQHJxX1hxLRs7fwZbM2GZn,48.25%,"$105,806.81","$212,963.15",44.76%,?,['photon'],382.82,https://gmgn.ai/sol/address/66Uszkr1mEyt1cQLwGkvi4PQHJxX1hxLRs7fwZbM2GZn,294,0,0,8,19,18,0,5
BTCFpZvtExAMndZvxLxLaKfxT8GVGQyANq4pU4qL4CZr,23.43%,"$201,080.31","$649,353.56",44.00%,?,['photon'],292.99,https://gmgn.ai/sol/address/BTCFpZvtExAMndZvxLxLaKfxT8GVGQyANq4pU4qL4CZr,559,0,0,3,18,11,4,13
benRLpbWCL8P8t51ufYt522419hGF5zif3CqgWGbEUm,2.64%,"$312,762.76","$393,455.11",89.39%,?,['sandwich_bot'],1992.64,https://gmgn.ai/sol/address/benRLpbWCL8P8t51ufYt522419hGF5zif3CqgWGbEUm,39096,0,0,50,0,0,0,0
3rK2JNR9oqXST8GCMe49L3u54WHtzimDwi1cjYMZuNmz,10.10%,"$28,300.07","$117,728.00",29.17%,?,['gmgn'],430.69,https://gmgn.ai/sol/address/3rK2JNR9oqXST8GCMe49L3u54WHtzimDwi1cjYMZuNmz,204,95,111,61,24,7,0,2
FSq2AzTco67iopLF5ooTdZkTzrJXu92N67NDFfUjJjR2,13.38%,"$110,042.14","$125,225.22",52.44%,?,['photon'],126.56,https://gmgn.ai/sol/address/FSq2AzTco67iopLF5ooTdZkTzrJXu92N67NDFfUjJjR2,1466,33,112,112,35,6,1,1
FjgaeMgq4xsCwkkjdroxpdqB7WeULBWGZnfwo94j3qBH,10.78%,"$-1,805.51","$-1,805.51",27.78%,?,['bullx'],333.88,https://gmgn.ai/sol/address/FjgaeMgq4xsCwkkjdroxpdqB7WeULBWGZnfwo94j3qBH,301,45,77,22,10,4,2,1
Aqa8H5hmHe9MFY9sW6widbqEuaYv7q2KnRo25ApPhWhA,29.34%,"$138,803.96","$208,096.03",46.15%,?,['gmgn'],592.22,https://gmgn.ai/sol/address/Aqa8H5hmHe9MFY9sW6widbqEuaYv7q2KnRo25ApPhWhA,91,50,76,43,15,6,2,6
E4BdAz8TmRZRXRR1JBhpkxYRBnspNeyznttm6U6xPdVJ,16.21%,"$-25,547.21","$189,988.36",35.59%,?,['trojan'],0.27,https://gmgn.ai/sol/address/E4BdAz8TmRZRXRR1JBhpkxYRBnspNeyznttm6U6xPdVJ,186,0,0,9,19,16,1,5
2Q2EMXtfUL3CYJuLdgQ7qfg6SGnk3bDQnCNYv3VoqBbM,17.52%,"$51,132.98","$51,420.90",71.43%,?,[],1.14,https://gmgn.ai/sol/address/2Q2EMXtfUL3CYJuLdgQ7qfg6SGnk3bDQnCNYv3VoqBbM,121,1,8,12,4,0,0,0
Ez9LY6brQN4RtouW2duQRp77A2yQpicuobS4G4jb5H1A,4.45%,"$95,014.21","$108,906.21",39.19%,?,['bullx'],187.16,https://gmgn.ai/sol/address/Ez9LY6brQN4RtouW2duQRp77A2yQpicuobS4G4jb5H1A,394,67,100,99,28,2,0,2
EEx9rjSNWMSdCpfeNKB3jCMkYe3cHvF6YZkCudNNLzXd,-0.20%,"$125,679.65","$40,310.35",25.00%,?,[],0.45,https://gmgn.ai/sol/address/EEx9rjSNWMSdCpfeNKB3jCMkYe3cHvF6YZkCudNNLzXd,133,9,16,1,2,0,0,0
B4cbpn6ekhhf3QDDAEgLBWVSyhtUtPXi1hR1dm8vZfdm,47.44%,"$51,141.32","$66,903.83",44.62%,?,['bullx'],83.71,https://gmgn.ai/sol/address/B4cbpn6ekhhf3QDDAEgLBWVSyhtUtPXi1hR1dm8vZfdm,114,25,124,115,25,8,1,2
Ehqd8q5rAN8V7Y7EGxYm3Tp4KPQMTVWQtzjSSPP3Upg3,14.67%,"$-65,581.56","$25,179.54",42.86%,?,['photon'],521.94,https://gmgn.ai/sol/address/Ehqd8q5rAN8V7Y7EGxYm3Tp4KPQMTVWQtzjSSPP3Upg3,111,27,36,39,7,5,0,7
4qDtnSJgECbcMSEkWarxVexBuy81ST3nGrKMBM8TUo4x,12.65%,"$13,593.63","$86,602.71",23.11%,?,['trojan'],12.28,https://gmgn.ai/sol/address/4qDtnSJgECbcMSEkWarxVexBuy81ST3nGrKMBM8TUo4x,1433,0,0,8,17,14,0,11
GMRhsKDmQFppFUd4aVGTDGvG2sXUgrVkGEC4Zdi5sFJV,1.18%,"$20,243.00","$-4,782.38",36.73%,?,['trojan'],1.15,https://gmgn.ai/sol/address/GMRhsKDmQFppFUd4aVGTDGvG2sXUgrVkGEC4Zdi5sFJV,803,37,140,92,29,1,0,1
A5WvcQc2VyLXrSsBmW3EB5xywhKXk7fxEWmLppJcroQc,20.73%,"$26,371.62","$8,091.22",22.94%,?,['photon'],0.41,https://gmgn.ai/sol/address/A5WvcQc2VyLXrSsBmW3EB5xywhKXk7fxEWmLppJcroQc,784,2,12,26,7,0,0,0
8MftALg8mGUBiUDjzWyEZDxa19ernyGMX2kTxkKsoxJD,0.22%,"$1,790.92","$1,790.92",100.00%,?,['trojan'],169.06,https://gmgn.ai/sol/address/8MftALg8mGUBiUDjzWyEZDxa19ernyGMX2kTxkKsoxJD,927,19,38,41,10,1,0,4
DdRYRtX6okPmc4q3g45sXdchvjPSswRZsR6hQtuGhk2q,28.31%,"$36,684.66","$36,684.66",36.71%,?,['gmgn'],0.07,https://gmgn.ai/sol/address/DdRYRtX6okPmc4q3g45sXdchvjPSswRZsR6hQtuGhk2q,562,0,0,22,21,5,1,1
EQmfV2jxos8GYeAGjboFYujsSQJEYbsg2AjdYCCsFqvL,16.94%,"$24,024.37","$87,616.78",25.00%,?,['photon'],1.00,https://gmgn.ai/sol/address/EQmfV2jxos8GYeAGjboFYujsSQJEYbsg2AjdYCCsFqvL,122,0,0,12,22,10,0,6
AQDVfJC68Bw9wcoZ2ESiZaTspGFQgRijeob3uLde1PVb,41.21%,"$36,654.36","$36,654.36",29.86%,?,[],0.01,https://gmgn.ai/sol/address/AQDVfJC68Bw9wcoZ2ESiZaTspGFQgRijeob3uLde1PVb,738,0,0,4,20,17,2,7
FbVbRbGqLk7DtprRHV1THa26ynoRZjUC6RuAxT9yaohM,9.78%,"$36,719.78","$36,719.78",31.75%,?,['photon'],354.38,https://gmgn.ai/sol/address/FbVbRbGqLk7DtprRHV1THa26ynoRZjUC6RuAxT9yaohM,217,5,16,3,6,0,0,0
DNfuF1L62WWyW3pNakVkyGGFzVVhj4Yr52jSmdTyeBHm,71.12%,"$252,989.14","$915,750.33",94.59%,?,"['trojan', 'bluechip_owner']",1893.91,https://gmgn.ai/sol/address/DNfuF1L62WWyW3pNakVkyGGFzVVhj4Yr52jSmdTyeBHm,46,0,0,13,10,12,3,12
Egm9KLWURmXjDEitMVucUnHCVex5NeZ5M3gT4CCb2Q1V,157.95%,"$31,844.80","$31,844.80",36.00%,?,[],136.12,https://gmgn.ai/sol/address/Egm9KLWURmXjDEitMVucUnHCVex5NeZ5M3gT4CCb2Q1V,34,9,5,6,0,1,0,1
7dGrdJRYtsNR8UYxZ3TnifXGjGc9eRYLq9sELwYpuuUu,2.85%,"$1,236,878.73","$1,457,872.48",92.67%,?,['sandwich_bot'],163.64,https://gmgn.ai/sol/address/7dGrdJRYtsNR8UYxZ3TnifXGjGc9eRYLq9sELwYpuuUu,48679,0,0,47,1,1,0,1
C2kRiVAB6zRT5VUo4LZGqsg2zmE2rzxefM5N9QzjbNjJ,1.73%,"$7,464.27","$7,464.27",47.26%,?,['photon'],13.20,https://gmgn.ai/sol/address/C2kRiVAB6zRT5VUo4LZGqsg2zmE2rzxefM5N9QzjbNjJ,326,13,73,49,17,6,1,0
6xzmdZUKxV6AT18WL1MddSjyiHaLxmGWC2r2tmswJcLf,7.04%,"$34,952.27","$-53,903.14",34.38%,?,[],111.97,https://gmgn.ai/sol/address/6xzmdZUKxV6AT18WL1MddSjyiHaLxmGWC2r2tmswJcLf,260,50,70,29,17,1,0,1
DT1kzV3aDuAynZAtupR2KjjNAjLEgpmwop1VtCLvJbqV,21.28%,"$114,386.73","$136,739.26",52.83%,?,['bullx'],293.55,https://gmgn.ai/sol/address/DT1kzV3aDuAynZAtupR2KjjNAjLEgpmwop1VtCLvJbqV,747,10,137,111,23,1,0,0
ECATvmwsKkYYswbCRNHsYnuMEmGwAYpQEVQ35jWqLa8E,16.85%,"$30,231.78","$92,925.64",10.82%,?,"['photon', 'gmgn']",5.98,https://gmgn.ai/sol/address/ECATvmwsKkYYswbCRNHsYnuMEmGwAYpQEVQ35jWqLa8E,1891,49,217,20,10,2,0,2
96bbzPedGCckYcfaH1CrvEVdoMobvXgfSvmQdrqNjdoP,52.18%,"$291,864.87","$328,433.47",50.00%,?,[],0.00,https://gmgn.ai/sol/address/96bbzPedGCckYcfaH1CrvEVdoMobvXgfSvmQdrqNjdoP,549,,,,,,,
5LwtbNjQeDvRYB3dz8eVFrapGreCgz999LdR41ArFmNm,74.80%,"$21,048.08","$21,048.08",33.33%,?,['bullx'],637.32,https://gmgn.ai/sol/address/5LwtbNjQeDvRYB3dz8eVFrapGreCgz999LdR41ArFmNm,143,12,29,13,6,3,0,1
Fjgj4NFSDBPkNBTgGZrhFfJJV6ecxYVpUYRwoz2PPSQ9,13.73%,"$28,321.03","$42,501.37",16.22%,?,[],4.05,https://gmgn.ai/sol/address/Fjgj4NFSDBPkNBTgGZrhFfJJV6ecxYVpUYRwoz2PPSQ9,116,30,86,16,4,7,0,4
EMhvZvWDpwSmzqm5aHGXab8qeXD6F5VfSmm5STeHXeMv,1.11%,"$77,424.51","$18,595.25",31.15%,?,[],1.74,https://gmgn.ai/sol/address/EMhvZvWDpwSmzqm5aHGXab8qeXD6F5VfSmm5STeHXeMv,203,70,53,24,16,4,0,1
26ofYa1jACFCLsckB17YESqcfiHGv2K6jRTsmoxj1GAp,2.89%,"$-70,604.11","$207,218.62",25.00%,?,['photon'],0.41,https://gmgn.ai/sol/address/26ofYa1jACFCLsckB17YESqcfiHGv2K6jRTsmoxj1GAp,251,13,7,2,1,1,1,2
GDR6Svdvfd2y8K8dsWFHosNWkxSqsv15nrSNCnLyikUn,74.02%,"$131,952.10","$131,952.10",38.14%,?,['photon'],226.45,https://gmgn.ai/sol/address/GDR6Svdvfd2y8K8dsWFHosNWkxSqsv15nrSNCnLyikUn,292,32,77,45,18,4,5,7
J9bFgDuw5Yc4YojQhP8WSV7P5vTSWuCSErUfYr9MJJeF,40.35%,"$219,593.79","$761,125.22",48.90%,?,[],0.98,https://gmgn.ai/sol/address/J9bFgDuw5Yc4YojQhP8WSV7P5vTSWuCSErUfYr9MJJeF,397,0,0,1,25,16,0,8
FzfXix4ymjY6aNkircdvE4DhvHGLVfcA3NhmtSQD26tx,10.24%,$780.20,$780.20,39.53%,?,['fresh_wallet'],11.04,https://gmgn.ai/sol/address/FzfXix4ymjY6aNkircdvE4DhvHGLVfcA3NhmtSQD26tx,44,6,13,7,1,2,0,0
5s7362GTxs71mN2tKc7mywpiqpKRKMq3MY3ULjTHbt9v,46.70%,"$115,207.21","$148,584.81",17.39%,?,[],8.03,https://gmgn.ai/sol/address/5s7362GTxs71mN2tKc7mywpiqpKRKMq3MY3ULjTHbt9v,94,18,31,8,7,3,0,3
Dbn4EE5N6w9gyqGwaNhe7MSCXx3i1x6BFgr9qnmyE7xE,5.87%,"$22,795.29","$24,734.97",67.86%,?,[],14.89,https://gmgn.ai/sol/address/Dbn4EE5N6w9gyqGwaNhe7MSCXx3i1x6BFgr9qnmyE7xE,1043,13,85,185,17,0,0,0
48WZC8wG2wouVqenDy7n6gdxFyZdmcVka85LiSozUjbv,14.98%,"$2,081.09","$2,081.09",27.27%,?,['bullx'],32.49,https://gmgn.ai/sol/address/48WZC8wG2wouVqenDy7n6gdxFyZdmcVka85LiSozUjbv,96,0,15,3,0,0,0,1
A6FZ8ZjTVMm2GjRVKTu4NeKfwBqU39xxrfRMAYyqhAma,0.66%,$-153.16,$-153.16,55.20%,?,['bullx'],1.74,https://gmgn.ai/sol/address/A6FZ8ZjTVMm2GjRVKTu4NeKfwBqU39xxrfRMAYyqhAma,333,1,14,35,0,0,0,0
GrxNbLmC96rHH8dYWq2eCfNg8z5JEcV5NwvEkekyKKr6,8.14%,"$6,898.10","$6,521.61",48.89%,?,['photon'],0.03,https://gmgn.ai/sol/address/GrxNbLmC96rHH8dYWq2eCfNg8z5JEcV5NwvEkekyKKr6,1705,17,135,119,28,1,0,0
2Ng6JDxEriUrrQb3ooARmEsP19ZFJgXeBHrDetvA78Km,-1.18%,$-287.16,$-287.16,57.86%,?,['bullx'],1.02,https://gmgn.ai/sol/address/2Ng6JDxEriUrrQb3ooARmEsP19ZFJgXeBHrDetvA78Km,396,26,96,139,13,0,0,0
E1qXMXD3jKotFGarBspJkMNzhVYLDercAP9BkFobBPUT,10.87%,"$22,420.10","$21,479.79",45.19%,?,[],32.61,https://gmgn.ai/sol/address/E1qXMXD3jKotFGarBspJkMNzhVYLDercAP9BkFobBPUT,141,0,2,34,10,4,0,0
CCPeQRhJHxwwG6qyaCKJKhB3TVZH7F4BvvDZyDnNEziz,-17.32%,"$-4,449.60","$-4,449.60",23.32%,?,[],5.57,https://gmgn.ai/sol/address/CCPeQRhJHxwwG6qyaCKJKhB3TVZH7F4BvvDZyDnNEziz,524,85,147,49,17,1,0,1
7yxwXqpdGBbQ2EV1eJR6i5AsGrKMkHUerN6aJziMTz6d,418.73%,"$2,275.34","$2,275.34",54.95%,?,['photon'],8.38,https://gmgn.ai/sol/address/7yxwXqpdGBbQ2EV1eJR6i5AsGrKMkHUerN6aJziMTz6d,857,4,6,10,3,2,0,0
HvFdDWS3RqymRAVx1ZdoL2RjiC38r5dtt19Z8op5jqDK,3.47%,"$183,978.07","$183,978.07",80.08%,?,['sandwich_bot'],71.25,https://gmgn.ai/sol/address/HvFdDWS3RqymRAVx1ZdoL2RjiC38r5dtt19Z8op5jqDK,50112,0,0,38,3,2,1,6
6TvQWJuELVG6gYbh1TncxHkAjcYoqGK86SpZoG4hJQdH,-12.44%,"$-2,205.83","$-2,205.83",15.38%,?,['bullx'],1.25,https://gmgn.ai/sol/address/6TvQWJuELVG6gYbh1TncxHkAjcYoqGK86SpZoG4hJQdH,114,12,21,6,0,0,0,0
DQmMnakiKr1YNE2gcpggLCzBrauBwFbQkAaao2FTbjgp,4.34%,"$37,331.94","$332,198.88",38.68%,?,[],0.96,https://gmgn.ai/sol/address/DQmMnakiKr1YNE2gcpggLCzBrauBwFbQkAaao2FTbjgp,3000,0,0,0,0,0,0,50
9vQf2pLjVvHT8opcPE2sHXGxUbuATrAzbagfPXgoXEtB,4.59%,"$1,755.79","$1,767.34",50.00%,?,['photon'],0.77,https://gmgn.ai/sol/address/9vQf2pLjVvHT8opcPE2sHXGxUbuATrAzbagfPXgoXEtB,676,13,137,141,8,1,0,0
bobCPc5nqVoX7r8gKzCMPLrKjFidjnSCrAdcYGCH2Ye,1.14%,"$-16,936.16","$115,884.29",83.64%,?,"['sandwich_bot', 'bluechip_owner']",97.82,https://gmgn.ai/sol/address/bobCPc5nqVoX7r8gKzCMPLrKjFidjnSCrAdcYGCH2Ye,5133,0,0,48,0,1,0,1
9pBecFywzvvBB5iSGGgrS6WvyF3QB9ghqyjHkY2R1fem,3.71%,$71.08,$71.08,48.96%,?,[],0.02,https://gmgn.ai/sol/address/9pBecFywzvvBB5iSGGgrS6WvyF3QB9ghqyjHkY2R1fem,228,0,3,24,23,0,0,0
CE1BrgijtkvqgMvfVDfniTZsTn2KjtSP6KNF9mtTw6TQ,0.54%,"$55,459.31","$55,459.31",100.00%,?,['sandwich_bot'],9.36,https://gmgn.ai/sol/address/CE1BrgijtkvqgMvfVDfniTZsTn2KjtSP6KNF9mtTw6TQ,87353,0,0,262,24,7,2,5
BzDn1PeUZ9g13Dmd5Ztmg89HQu2KyC1bG3WgDjBKbVCx,-22.68%,$-40.64,$-40.64,100.00%,?,[],0.00,https://gmgn.ai/sol/address/BzDn1PeUZ9g13Dmd5Ztmg89HQu2KyC1bG3WgDjBKbVCx,42,0,0,2,0,0,0,0
HzuK5PCN6gi8gaKHZwRMhXS4sJiHyUFM3dtBHXLykVQU,1.57%,"$54,590.80","$54,590.80",99.80%,?,['sandwich_bot'],1.74,https://gmgn.ai/sol/address/HzuK5PCN6gi8gaKHZwRMhXS4sJiHyUFM3dtBHXLykVQU,83704,0,0,43,1,4,0,2
DQ97nu7t7fbhAtZUyam8EzNsxUzw5bgEE5seBfevPwRK,1.55%,"$357,815.21","$1,362,828.81",100.00%,?,[],1322.59,https://gmgn.ai/sol/address/DQ97nu7t7fbhAtZUyam8EzNsxUzw5bgEE5seBfevPwRK,19061,0,0,50,0,0,0,0
6EQUTQ351FfePs9vSuZuNMkckHSWZYtR99WbbrvMiBmi,56.69%,"$2,510.57","$2,510.57",81.58%,?,"['photon', 'trojan']",0.54,https://gmgn.ai/sol/address/6EQUTQ351FfePs9vSuZuNMkckHSWZYtR99WbbrvMiBmi,665,0,0,0,8,19,9,13
9mKN5zoWJLDNNqGRnRKDmgJ8gDNFuZv3JKcTsnEN3uJJ,2.60%,"$7,046.33","$10,840.17",87.90%,?,['sandwich_bot'],34.63,https://gmgn.ai/sol/address/9mKN5zoWJLDNNqGRnRKDmgJ8gDNFuZv3JKcTsnEN3uJJ,25070,0,0,39,4,4,0,3
6G9T6ykMvz2LbAMgzv3Ess5AwVEqdNNccwZK178uyWJ8,1.60%,"$14,904.82","$14,389.69",62.32%,?,['sandwich_bot'],39.00,https://gmgn.ai/sol/address/6G9T6ykMvz2LbAMgzv3Ess5AwVEqdNNccwZK178uyWJ8,61049,0,109,186,1,0,0,0
7cythi3NZvq4TTckJAx84B3LuyZ6y1jThePtnJB6RQ9Q,627.64%,$227.01,"$1,336.38",61.99%,?,"['sandwich_bot', 'trojan']",0.40,https://gmgn.ai/sol/address/7cythi3NZvq4TTckJAx84B3LuyZ6y1jThePtnJB6RQ9Q,4276,0,0,0,4,6,2,38
